Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
CBLD-25-24,Commercial Building Permit,Commercial Building Permit,Repair,4/10/2025 18:51,Commercial/Industrial,"1474 N MAIN ST, Unit 1430, NORTH CANTON, OH 44720",2000,Krumroy-Cozad Construction Corp.,Fix framing and drywall at door frame.
ELCT-25-50,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,4/16/2025 18:45,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",96700,"SANTON ELECTRIC CO., INC.",Electrical for new Sheetz Car wash
CBLD-25-23,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,8/26/2025 20:00,Commercial/Industrial,"1178 S MAIN ST, NORTH CANTON, OH 44720",100000,"Jessica Danielle Nails, LLC","Interior tenant alteraton for new nail salon tenant. Non structural demo; new walls; finishes; door hardware; ffe; roof penetration; mechancial, plumbing, elelctrical modifcations"
WNDW-25-28,Window Permit,Residential Window Permit,Replacement (Exact),4/17/2025 18:01,Residential,"1044 BEL AIR DR NW, NORTH CANTON, OH 44720",7324,,"Remove and replace 8 windows, no structural change."
WNDW-25-27,Window Permit,Residential Window Permit,Replacement (Exact),4/17/2025 18:05,Residential,"1229 TERRACE RD NW, NORTH CANTON, OH 44720",4000,,"Remove and replace 3 windows, no structural change."
PLMB-25-75,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/9/2025 17:54,Residential,"217 HALLUM ST SW, NORTH CANTON, OH 44720",1336,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 40 gal gas hwt $1336
LTRL-25-26,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,4/16/2025 19:20,Residential,"171 APPLEGROVE ST NE, Unit A2, NORTH CANTON, OH 44720",1500,"JEM Plumbing, INC","Excavate and repair 2"" copper water line in the courtyard"
WTAP-25-10,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,4/10/2025 19:03,,"842 Easthill St SE, North Canton, Oh 44720",,,
WTAP-25-9,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,4/10/2025 19:04,,"846 Easthill St SE, North Canton, OH 44720",,,
HVAC-25-90,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/8/2025 19:00,Residential,"1426 RED COACH ST SE, NORTH CANTON, OH 44720",8500,Thermal-Tech Heating & Air Conditioning,
ROOF-25-48,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/8/2025 20:41,Residential,"1666 MABRY MILL DR SW, NORTH CANTON, OH 44709",10353,Benson Roofing And Siding,Reroof
ROOF-25-47,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/9/2025 12:37,Residential,"220 TURNBERRY CIR SW, NORTH CANTON, OH 44709",9850,Country Roofing & Exteriors LLC,Re-roof
HVAC-25-89,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/9/2025 12:50,Residential,"1823 WENDOVER CIR NE, NORTH CANTON, OH 44720",4963,Wyles Heating & Air Conditioning,
RBLD-25-46,Residential Building Permit,Residential Building Permit,Alteration/Remodel,4/30/2025 13:15,Residential,"511 WISE AVE SE, NORTH CANTON, OH 44720",13621,"Pioneer Basement Solutions, LLC",installing  119 LNFT interior wateproofing with new sump pump system. Dedicated GFCI outlet will be installed by licesned electrician who will pull their own permit. 
PLMB-25-72,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,4/9/2025 17:51,Commercial/Industrial,"1022 N MAIN ST, NORTH CANTON, OH 44720",15000,Currence Home Maintence ,"new restrooms,floor drains,three compartment sink, two floor sinks"
ELCT-25-48,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,4/8/2025 14:12,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",377000,"SANTON ELECTRIC CO., INC.",Electrical work for the Sheetz store remodel
RBLD-25-44,Residential Building Permit,Residential Building Permit,Addition,4/25/2025 15:41,Residential,"1675 MEADOWLANE DR SE, NORTH CANTON, OH 44709",88000,"ATM Contracting, LLC",attached garage
RBLD-25-43,Residential Building Permit,Residential Building Permit,New Construction/Home,4/30/2025 19:54,Residential,"980 ROYAL OAK AVE NE, NORTH CANTON, OH 44720",739000,A C Construction Stark Inc.,New Home Build
LTRL-25-23,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,4/9/2025 12:22,Residential,"980 ROYAL OAK AVE NE, NORTH CANTON, OH 44720",1500,Bontrager Excavating LTD,New Home Build
WNDW-25-26,Window Permit,Residential Window Permit,Replacement (Exact),4/8/2025 11:04,Residential,"1610 CHADFORD GATE SE, NORTH CANTON, OH 44709",37385,,Replacement windows
ROOF-25-46,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/7/2025 20:42,Residential,"1814 WENDOVER CIR NE, NORTH CANTON, OH 44720",14000,Choice One Restoration LLC,"Remove old roof, install new roof incl ice & water shield, synthetic felt, drip etc"
ROOF-25-45,Roof Permit,Commercial Roof Permit,New/ Re-Roof,4/8/2025 19:08,Commercial/Industrial,"1113 N MAIN ST, NORTH CANTON, OH 44720",49574.37,"Shane Fisk Roofing Co,Inc",New roof 
ROOF-25-44,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/7/2025 17:07,Residential,"120 MARQUARDT AVE NE, NORTH CANTON, OH 44720",25000,Grand Design Roofing ,reroof
HVAC-25-88,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/8/2025 12:41,Residential,"1626 SALWAY AVE SW, CANTON, OH 44709",17493,Heartland Home Services dba Blind and Sons LLC,
PLMB-25-71,Plumbing Permit,Residential Plumbing Permit,Other,4/8/2025 19:09,Residential,"1836 BEECHWOOD AVE NE, NORTH CANTON, OH 44720",5000,H. Jack's Plumbing & Heating Co.,"Jackhammer around main stack in basement to broken wye, remove and dispose of approx. 20 feet of cast iron drains and replace with new PVC and proper fittings. Properly band onto existing ABS stack and install new floor drain."
HVAC-25-87,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/7/2025 16:50,Residential,"1137 LOIS AVE NW, NORTH CANTON, OH 44720",7359,Crescenze Cooling & Heating,
ROOF-25-43,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/8/2025 13:02,Residential,"825 N VALLEY BLVD NW, NORTH CANTON, OH 44720",12000,Yoder Roofing,Take off all the shingle and replace any rotted wood. Install all new flashingsThen install a 40 year premier rib metal roofing system
ROOF-25-42,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/7/2025 20:04,Residential,"511 WISE AVE SE, NORTH CANTON, OH 44720",15155,Royalty Roofs,complete tear off and reroof of home and detached shed 
HVAC-25-86,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/7/2025 15:11,Residential,"1518 ELBERTA AVE SW, NORTH CANTON, OH 44709",7200,ComfortPro Heating and Cooling LLC,
PLMB-25-70,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/7/2025 14:33,Residential,"951 DOGWOOD AVE NE, NORTH CANTON, OH 44720",1850,Hartville Plumbing,Water heater replacement
LTRL-25-21,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,4/21/2025 17:27,Residential,"846 Easthill St SE, North Canton, OH 44720",2500,ZABLO & SONS BUILDING CORP,EXTEND EXISTING SEWER LATERAL
ROOF-25-41,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/7/2025 14:52,Residential,"1506 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",40000,Smolyanov Home Improvement,"Tear off existing roof, replace w/ new asphalt shingles"
LTRL-25-20,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,4/21/2025 17:28,Residential,"842 Easthill St SE, North Canton, Oh 44720",2500,ZABLO & SONS BUILDING CORP,EXTEND EXISTING SEWER LATERAL
ROOF-25-40,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/7/2025 14:37,Residential,"607 APPLEGROVE ST NW, NORTH CANTON, OH 44720",10000,"D/T Properties, LLC",Replace roof both garage sides
PLMB-25-69,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/7/2025 12:40,Residential,"220 10TH ST NE, NORTH CANTON, OH 44720",2300,SITTLER ENTERPRISES,hot water tank
ELCT-25-46,Electrical Permit,Residential Electrical Permit,New Service/Change,4/8/2025 19:26,Residential,"511 WISE AVE SE, NORTH CANTON, OH 44720",5300,"J&J Plumbing, Heating, Cooling, and Electric",100 amp service replacement
ROOF-25-39,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/4/2025 14:00,Residential,"321 ROSE LANE ST SE, NORTH CANTON, OH 44720",15000,Walnut Creek Metals ,Remove Existing & Replace with New Roof 
PLMB-25-68,Plumbing Permit,Commercial Plumbing Permit,New Construction/Addition,4/3/2025 18:06,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",100000,"Zernechel  Plumbing Co.,Inc.                                       ",Plumbing for new chick fil a
ROOF-25-38,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/3/2025 18:35,Residential,"20 LASALLE CT SE, NORTH CANTON, OH 44709",60802,JBL Roofing and Construction,Tear off existing wood shake shingles. Install new Certainteed asphalt shingled roof system. Up to Ohio building code standards
ROOF-25-37,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/3/2025 18:50,Residential,"33 AUBURN AVE SE, NORTH CANTON, OH 44709",36741,JBL Roofing and Construction,Tear off existing shake shingles. Install new Certainteed asphalt shingled roofing system. Up to Ohio building code standards
ROOF-25-36,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/3/2025 16:33,Residential,"301 MISSISSIPPI ST SE, NORTH CANTON, OH 44720",11,Pioneer Roofing II llc,Tear off reroof 
ELCT-25-45,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,4/3/2025 17:16,Residential,"1122 LINWOOD AVE SW, NORTH CANTON, OH 44720",900,Hall's Electrical Service LLC,Adding bathroom. Wiring for lights and outlets
ELCT-25-44,Electrical Permit,Residential Electrical Permit,Temporary Service,4/3/2025 15:01,Residential,"871 Honeysuckle Cir NE, North Canton, OH 44720",20000,Dan's Electric LLC,Temparary pole
WNDW-25-25,Window Permit,Residential Window Permit,Replacement (Exact),4/4/2025 0:21,Residential,"1931 50TH ST SE, CANTON, OH 44709",250000,,15 Replacement Windows and 3 Doors
ROOF-25-52,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/23/2025 19:20,Residential,"416 BROWNING AVE NW, NORTH CANTON, OH 44720",457,,Removal of existing shingles and felt paper down to the plywood. Replacement of any plywood if necessary. Apply felt paper and new shingles add a ridge vent and drip edge. This roof is on our 10x14' shed in our backyard. 
ROOF-25-35,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/3/2025 12:44,Residential,"300 PERSHING AVE NE, NORTH CANTON, OH 44720",7835,JBL Roofing and Construction,tear off existing roof. Install new owens corning roofing system. Up to Ohio building code standards
DEMO-25-3,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),4/15/2025 23:13,Commercial/Industrial,"1415 PITTSBURG AVE NW, NORTH CANTON, OH 44720",57113,Miller Yount Paving Inc.,
ROOF-25-34,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/3/2025 14:22,Residential,"307 SHERATON DR NW, NORTH CANTON, OH 44720",8000,ACR contracting inc,Removing two layers of roofing down to the decking. installing 6 foot of ice guard around perimeter. New drip edge. Rhino sythnetic underlayment. GAF Timberline hdz color Pewter Grey
ELCT-25-43,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,4/30/2025 13:17,Residential,"220 GLENWOOD ST SW, NORTH CANTON, OH 44720",11900,Ambia Energy LLC,3.69 kW residential solar system to be installed on roof
RBLD-25-40,Residential Building Permit,Residential Building Permit,Alteration/Remodel,4/30/2025 13:15,Residential,"220 GLENWOOD ST SW, NORTH CANTON, OH 44720",11900,"Ambia Energy, LLC",3.69 kW residential solar system to be installed on roof
ELCT-25-42,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,4/2/2025 16:22,Commercial/Industrial,"1301 E MAPLE ST, NORTH CANTON, OH 44720",3600,"Gragg Electrical Services, LLC",Install three 20-amp tandem breakers in panel in storage room. Run one 20-amp circuit from panel to three locations for point of use water heaters. Wire and install GFI for each water heater.Install two 20-amp tandem breakers in panel in food cupboard. Run one 20-amp circuit from panel to two locations for point of use water heaters.  
PLMB-25-67,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,4/2/2025 16:10,Residential,"1122 LINWOOD AVE SW, NORTH CANTON, OH 44720",3900,Hartville Plumbing,Bahroom Remodel
PLMB-25-66,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,4/7/2025 20:17,Residential,"1118 Overridge Ave SE, North Canton, OH 44720",22000,"D & A Plumbing & Heating, Inc,",PLUMBING NEW CONSTRUCTION HOME
PLMB-25-65,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,4/7/2025 20:18,Residential,"1126 Overridge Ave SE, North Canton, OH 44720",18000,"D & A Plumbing & Heating, Inc,",PLUMBING FOR NEW CONSTRUCTION HOME
RBLD-25-39,Residential Building Permit,Residential Building Permit,New Accessory Structure,4/10/2025 14:20,Residential,"421 HOLL RD NE, NORTH CANTON, OH 44720",7300,Rambo’s Home Improvements,"Building a 8'x8' deck off of the house that is 2' off the ground. Also taking out the back kitchen window and installing a 60"" patio door where the deck will be. "
ROOF-25-33,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/1/2025 20:17,Residential,"1335 SALWAY AVE SW, NORTH CANTON, OH 44720",12000,Twin Peaks Roofing & Construction,"Tear off roof, inspect wood & replace as needed. 2 rows of Ice guard on eaves, 1 row in valleys. All new synthetic felt, drip edge, ridge vent, flashings  and shingles. "
WNDW-25-24,Window Permit,Residential Window Permit,Replacement (Exact),4/2/2025 10:59,Residential,"466 HILLCREST AVE NW, NORTH CANTON, OH 44720",4800,,Installation of replacement windows
ROOF-25-32,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/1/2025 18:26,Residential,"714 PORTAGE ST NW, NORTH CANTON, OH 44720",13000,,Remove and replace steel roofing and siding on detached garage 
ROOF-25-31,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/1/2025 14:07,Residential,"1618 HALIFAX WAY SE, CANTON, OH 44709",27000,Dan Buxton Roofing  LLC,Removal of existing roof to decking and replace with new felt and shingles
RBLD-25-37,Residential Building Permit,Residential Building Permit,Repair,4/2/2025 12:33,Residential,"1638 GREENWAY RD SE, NORTH CANTON, OH 44709",10000,DiMarzio Construction,replace concrete garage floor
CBLD-25-21,Commercial Building Permit,Commercial Building Permit,Signage,4/30/2025 18:43,Commercial/Industrial,"1535 N Main St, North Canton, OH 44720",16000,Clayton Signs Inc,"          The scope of work is outlined in the attached drawings. The scope of work includes the following:A2: Relocate car wash panels from A3 to A2. A3: Chick-fil-A tenant panels for existing multi-tenant sign. A4: Chick-fil-A tenant panels for existing multi-tenant sign.B: Wall Sign, LED-illuminated channel letters, 58.75 square feetC: Wall sign, LED-illuminated channel letters, 58.75 square feetD: Wall sign, Illuminated logo cabinet, 36 square feetE: Wall sign, LED-illuminated channel letters, 58.75 square feetF: Wall sign, welcome sign, 26.01 square feetDOT regulatory traffic signsH1/H2: Static digital drive-thru menu boards, Qty. 2CB-1: Drive-thru clearance bar, Qty. 2FP: 50’ Flag poleWindow graphics/address numbers/interior vestibule door graphics "
PLMB-25-64,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,4/3/2025 12:16,Residential,"1465 WILKSHIRE CIR SW, NORTH CANTON, OH 44720",100,,I have a pipe broken on the back side of the house. I want to dig it up myself and replace the broken section. 
HVAC-25-85,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/2/2025 14:25,Residential,"1035 KNOLL ST SE, NORTH CANTON, OH 44709",8330,Biff's Comfort Systems Inc.,
HVAC-25-84,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/1/2025 12:41,Residential,"820 S VALLEY BLVD NW, NORTH CANTON, OH 44720",7297,SITTLER ENTERPRISES,
HVAC-25-83,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/1/2025 12:37,Residential,"508 BACHTEL ST SE, NORTH CANTON, OH 44720",7591,SITTLER ENTERPRISES,
ELCT-25-41,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",4/2/2025 12:05,Residential,"263 BACHTEL ST SE, NORTH CANTON, OH 44720",20,,Changing one eletrical duplex receptacle to a GFCI duplex recetacle 
ELCT-25-40,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,4/9/2025 12:28,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",19889.45,"GILLMORE SECURITY SYSTEMS, INC.",Installation of a new combo panel with drawing to match devices
PLMB-25-63,Plumbing Permit,Residential Plumbing Permit,Water Heater,4/1/2025 12:21,Residential,"524 WOODSIDE AVE SE, NORTH CANTON, OH 44720",2144,SITTLER ENTERPRISES,EMERGENCY REPLACEMENT OF GAS HWT
CBLD-25-20,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,4/16/2025 20:17,Commercial/Industrial,"116 7TH ST NW, Unit 200-201, NORTH CANTON, OH 44720",103222,Interiors by R & M,"Add dividing wall with door in center room.  No electrical or  HVAC  2x4 on 16"", 3/8th inch drywall. "
ELCT-25-39,Electrical Permit,Residential Electrical Permit,New Construction/Addition,3/31/2025 14:06,Residential,"940 Royal Oak Ave NE, North Canton, OH 44720",20000,ALL OHIO ELECTRIC,temp pole and new construction
