Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
WNDW-24-64,Window Permit,Residential Window Permit,Replacement (Exact),8/5/2024 13:13,Residential,"302 SUMMIT ST SW, NORTH CANTON, OH 44720",8077.44,,Replacement of 4 windows
RBLD-24-128,Residential Building Permit,Residential Building Permit,New Accessory Structure,8/5/2024 13:54,Residential,"147 WISE AVE NE, NORTH CANTON, OH 44720",30000,Lewis Construction,Rebuild tree damaged garage as per drawings. Going off existing foundation
HVAC-24-215,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/5/2024 14:01,Commercial/Industrial,"200 WILBUR DR NE, Unit 8, NORTH CANTON, OH 44720",3430,Wyles Heating & Air Conditioning,replace furnace
HVAC-24-214,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/5/2024 14:03,Commercial/Industrial,"200 WILBUR DR NE, Unit 3, NORTH CANTON, OH 44720",3430,Wyles Heating & Air Conditioning,replace furnace
HVAC-24-213,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/5/2024 14:31,Residential,"150 PERSHING AVE NE, NORTH CANTON, OH 44720",6156,SITTLER ENTERPRISES,REPLACING A/C 
PLMB-24-221,Plumbing Permit,Commercial Plumbing Permit,New Construction/Addition,8/5/2024 14:53,Commercial/Industrial,"500 APPLEGROVE ST NW, NORTH CANTON, OH 44720",45000,Posh Plumbing ,Complete plumbing system
ROOF-24-117,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/5/2024 17:48,Residential,"830 W MAPLE ST, NORTH CANTON, OH 44720",14997.51,"Exteriors Plus, LLC",removing existing ashphlat shingles and replacing with new asphalt shingles 
PLMB-24-220,Plumbing Permit,Residential Plumbing Permit,Other,8/5/2024 17:55,Residential,"211 COLE AVE SW, NORTH CANTON, OH 44720",1500,J Kevin Miller Plumbing & Electrical,replace 3 traps and sanitary drain pipes
WTAP-24-29,New Water Service / Tap-In,Water Connection Permit (Non-Residential),Commercial,8/5/2024 17:58,,"3982 Applegrove St NW, N Canton, OH 44720",,,
HVAC-24-216,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,8/6/2024 12:25,Commercial/Industrial,"171 APPLEGROVE ST NE, Unit B11, NORTH CANTON, OH 44720",2986,Wyles Heating & Air Conditioning,replace air conditioner
LTRL-24-46,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,8/6/2024 13:59,Residential,"840 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",2000,"Kodiak Services, LLC","Excavation for sewer line installation inspection. Previous company did install without permit and never got inspection. We are uncovering, inspecting to our standards, making adjustments if necessary, getting inspection from city and re-burying."
ROOF-24-119,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/6/2024 14:21,Residential,"408 COLE AVE SW, NORTH CANTON, OH 44720",7800,Shafer Roofing,Tear off existing roof and install new Shingled rrof
ROOF-24-118,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/6/2024 17:09,Residential,"221 WILLAMAN AVE NW, NORTH CANTON, OH 44720",6500,Dave R Smith construction llc,Tear off and put new roof on
HVAC-24-217,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/6/2024 19:17,Residential,"1003 LYNBROOK ST SE, NORTH CANTON, OH 44720",10300,Elsass Heating and Cooling Inc,Replace Furnace & AC unit
ROOF-24-116,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/7/2024 12:27,Residential,"811 CIRCLE HILL RD SE, NORTH CANTON, OH 44720",10000,,remove and repalce shingles on the roof 
RBLD-24-125,Residential Building Permit,Residential Building Permit,Alteration/Remodel,8/7/2024 12:29,Residential,"307 WOODSIDE AVE NE, NORTH CANTON, OH 44720",1500,,I want to replace and enalrge the front porch / deck. 
LTRL-24-50,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,8/7/2024 16:16,Residential,"1112 Overridge St SE, North Canton, Oh 44720",5000,Malavite Excavating Inc.,new sewer for single family
LTRL-24-49,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,8/7/2024 16:16,Residential,"914 Schneider St, North Canton, Oh 44720",250000,Malavite Excavating Inc.,New sewer tap for single family
LTRL-24-48,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,8/7/2024 16:37,Residential,"412 ADENA ST NE, NORTH CANTON, OH 44720",2300,Wiese Plumbing,sewer repair
CBLD-24-38,Commercial Building Permit,Commercial Building Permit,Repair,8/7/2024 17:39,Commercial/Industrial,"1102 SUNFORD AVE SE, Unit 1114, NORTH CANTON, OH 44720",10000,Brent Delewski,"Leaking window has caused structual damadge to multiple floors. In basement sister on to damaged joist and moldacide the wall and repaint. 1st floor replace slider door and reframe rotted header, jacks, subfloor, and top plate.2nd floor reframe rotted wood on left side of window, install new window, widow taped and new metal wrap to drain away water  "
DEMO-24-11,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),8/7/2024 19:18,Commercial/Industrial,"203 APPLEGROVE ST NW, NORTH CANTON, OH 44720",228663,Mike Pusateri Excavating Inc,
ELCT-24-122,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/8/2024 14:13,Residential,"1105 PENNY ST SE, NORTH CANTON, OH 44720",1000,Two Nicks Electric LLC,"Install (8) GFCI, add wire connector in panel, repair double tapped breakers, repair double tapped neutral bar"
ROOF-24-120,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/8/2024 18:18,Residential,"147 WALSH AVE SE, NORTH CANTON, OH 44720",7000,,re-roof
ELCT-24-117,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,8/8/2024 18:23,Commercial/Industrial,"1550 W MAPLE ST, NORTH CANTON, OH 44720",280000,"Gragg Electrical Services, LLC",Electrical work for Caliber Collison new construction.  We also need Temp Service with this PermitThe Building Permit number is CBLD-24-4.  Please reference this with any questions for plans of this project
HVAC-24-219,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/9/2024 13:13,Residential,"1866 CHESWOLD CIR NE, NORTH CANTON, OH 44720",10700,"My HVAC Guy, LLC",Replace furnace and air conditioner 
ELCT-24-111,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/9/2024 19:39,Residential,"174 WALSH AVE SE, NORTH CANTON, OH 44720",837,Groundworks Ohio,Install a GFCI outlet for sump pump
ELCT-24-118,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",8/9/2024 19:40,Residential,"659 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",1675,Groundworks Ohio,Install a GFCI outlet for sump pump.
RBLD-24-130,Residential Building Permit,Residential Building Permit,Repair,8/12/2024 13:04,Residential,"659 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",19228,Groundworks Ohio,Install sump pump with 190 LNFT of basement gutter.
RBLD-24-124,Residential Building Permit,Residential Building Permit,Repair,8/12/2024 13:05,Residential,"174 WALSH AVE SE, NORTH CANTON, OH 44720",14018,Groundworks Ohio,Install sump pump with 175 LNFT of basement gutter. 
WNDW-24-65,Window Permit,Residential Window Permit,Replacement (Exact),8/12/2024 13:16,Residential,"337 WEBER AVE NE, NORTH CANTON, OH 44720",14803,,"REMOVE AND REPLACE 11 WINDOWS, NO STRUCTURAL CHANGE."
WNDW-24-66,Window Permit,Residential Window Permit,Replacement (Exact),8/12/2024 14:27,Residential,"505 BRIAR AVE NE, NORTH CANTON, OH 44720",6950,,Replacening 7 existing windows 
HVAC-24-192,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Other,8/12/2024 14:31,Residential,"261 MAPLECREST ST SW, NORTH CANTON, OH 44720",9841,Miracle Plumbing & Heating Co. Inc,boiler install & replacement
WNDW-24-67,Window Permit,Residential Window Permit,Replacement (Exact),8/12/2024 14:36,Residential,"226 BACHTEL ST SW, Unit Upper, NORTH CANTON, OH 44720",8900,,Replacing windows into existing openings 
ELCT-24-120,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,8/12/2024 15:54,Commercial/Industrial,"200 CHARLOTTE ST NW, NORTH CANTON, OH 44720",23633,"O.D. Miller Electric Co., Inc.",East parking lot lights (4)
WTAP-24-28,New Water Service / Tap-In,Water Connection Permit (Non-Residential),Commercial,8/12/2024 16:02,,"4793 Mt. Pleasant Street NW, North Canton, OH 44720",,,
ROOF-24-122,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/12/2024 16:04,Residential,"1584 PEACHTREE AVE SW, NORTH CANTON, OH 44709",15850,"TEC Enterprises, LLC",Roof replacement 
ELCT-24-106,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,8/12/2024 16:06,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",90000,Dutton Electric,phase one alteration
ELCT-24-121,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,8/12/2024 16:09,Commercial/Industrial,"200 CHARLOTTE ST NW, NORTH CANTON, OH 44720",23633,"O.D. Miller Electric Co., Inc.",West parking lot lights (4)
ELCT-24-119,Electrical Permit,Commercial Electrical Permit,New Service/Change,8/12/2024 16:10,Commercial/Industrial,"200 CHARLOTTE ST NW, NORTH CANTON, OH 44720",42659,"O.D. Miller Electric Co., Inc.",Service east for street lights
LTRL-24-51,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,8/12/2024 17:41,Residential,"1530 WESTFIELD AVE SW, NORTH CANTON, OH 44709",800,Currence Home Maintence ,"replace water line from curb box to inside water meter 3/4"" k copper"
RBLD-24-133,Residential Building Permit,Residential Building Permit,New Construction/Home,8/12/2024 19:34,Residential,"1112 Overridge St SE, North Canton, Oh 44720",250000,Classic Custom Homes,new single family home
RBLD-24-132,Residential Building Permit,Residential Building Permit,New Construction/Home,8/12/2024 19:34,Residential,"914 Schneider St, North Canton, Oh 44720",230000,Classic Custom Homes,914 Schneider SE N. Canton single family house 
ROOF-24-124,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/12/2024 19:49,Residential,"836 OAKRIDGE ST SW, NORTH CANTON, OH 44720",14000,Thermal Roofing and Siding LTD CO,Remove old roof and install new shingle roof. 
HVAC-24-218,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/13/2024 13:43,Residential,"627 FURBEE AVE SW, NORTH CANTON, OH 44720",7496,SITTLER ENTERPRISES,REPLACING A/C
ROOF-24-121,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/13/2024 17:42,Residential,"206 PARKVIEW AVE NW, NORTH CANTON, OH 44720",14343,Skyline Roofing & Exteriors Ltd,"Replace roofing, ventilation, and underlayment as required by code. "
RBLD-24-135,Residential Building Permit,Residential Building Permit,Addition,8/14/2024 12:22,Residential,"241 BROOKVIEW DR SW, NORTH CANTON, OH 44709",11000,"Sandy’s Landscaping, Inc.",8' by 16' addition to existing deck on rear of property
ROOF-24-126,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/14/2024 14:46,Residential,"506 WOODROW ST NW, NORTH CANTON, OH 44720",8445,ACR contracting inc,Full tear off of house and garage down to decking. 6 foot of ice guard and rhino felt as underlayment. new drip edge. Shingles to be installed are GAF Timberline HDZ in color Charcoal. All shingles nailed not stabled. 
WTAP-24-34,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,8/14/2024 14:52,,"914 Schneider St, North Canton, Oh 44720",,,
WTAP-24-33,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,8/14/2024 14:54,,"1112 Overridge St SE, North Canton, Oh 44720",,,
WNDW-24-69,Window Permit,Residential Window Permit,Replacement (Exact),8/14/2024 17:32,Residential,"1460 LUPE AVE NW, Unit 1462, NORTH CANTON, OH 44720",500,,Install 2 glass block windows
HVAC-24-222,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/14/2024 19:30,Residential,"1649 HARMONY LN SW, NORTH CANTON, OH 44709",9183,SITTLER ENTERPRISES,REPLACING A/C 
ROOF-24-127,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/15/2024 12:40,Residential,"542 W MAPLE ST, NORTH CANTON, OH 44720",21000,Silverleaf Contracting,remove old roofing system amd install new
HVAC-24-223,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/15/2024 12:50,Residential,"1601 CHADFORD GATE SE, NORTH CANTON, OH 44709",10800,Shanklin Heating and Air Conditioning LLC,Replacment of furnace and AC like for like 
PLMB-24-222,Plumbing Permit,Residential Plumbing Permit,Fixture Replacement,8/15/2024 16:16,Residential,"1385 LIPTON AVE SW, NORTH CANTON, OH 44720",2065.5,Miracle Plumbing & Heating Co. Inc.,40 gal gas water heater install
WNDW-24-70,Window Permit,Residential Window Permit,Replacement (Exact),8/16/2024 11:31,Residential,"1005 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",11800,,Replacing 17 windows with windows that are the exact same size and style
RBLD-24-136,Residential Building Permit,Residential Building Permit,New Accessory Structure,8/16/2024 12:03,Residential,"896 BRAEMAR CIR NE, NORTH CANTON, OH 44720",27987,"Bugh, Inc.",INSTALLATION OF NEW DECK
RBLD-24-137,Residential Building Permit,Residential Building Permit,Repair,8/16/2024 12:09,Residential,"442 HEATHER CIR NE, NORTH CANTON, OH 44720",9225,Stark Property Services Inc / DBA Handyman Connection of Canton,"Replace original treated 5/4"" x 6"" deck boards on deck and deck stairs (replacing 75% of deck boards, as some boards were replaced prior).  Add  3' x 3' paver landings benath steps (2) to meet building code. Repair/secure balusters, and handrails as needed. Sand and stain (to be done once boards dry)."
ROOF-24-128,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/16/2024 14:54,Residential,"475 FAIR OAKS AVE NW, NORTH CANTON, OH 44720",7200,Landmark Construction ,"Remove existing shingles and replace with 30 year dimentional Certainteed shingles, new ice and water shield per code, drip edge, synthetic felt, all flashing and continuous ridge vent"
ROOF-24-129,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/16/2024 15:32,Residential,"157 WISE AVE NE, NORTH CANTON, OH 44720",18293,HGE PITT LLC dba Home Genius Exteriors ,"Residential re-roof, asphalt shingles, underlayment, ice and water shield, ridge vents"
PLMB-24-226,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,8/16/2024 16:17,Residential,"920 S MAIN ST, NORTH CANTON, OH 44720",1358,"Coblentz Plumbing Solutions, LLC", They need two gas valves replaced one is a 3/4 the other one is 1/2 inch 
HVAC-24-212,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/16/2024 17:15,Residential,"1235 WESTVIEW CIR SE, NORTH CANTON, OH 44720",19023,Snyder's Service Now,REPLACE FURNACE AND A/C
ROOF-24-123,Roof Permit,Residential Roof Permit,Repair,8/16/2024 18:17,Residential,"605 DONNER AVE SW, NORTH CANTON, OH 44720",1500,,24ftx24ft area of roof behind the garage needs repaired and replaced
CBLD-24-40,Commercial Building Permit,Commercial Building Permit,New Construction,8/16/2024 21:04,Commercial/Industrial,"203 APPLEGROVE ST NW, NORTH CANTON, OH 44720",1400000,"JB KAIN, INC",Demolition of Existing Building and Construction of a New Wendy's with Basement 
CBLD-24-39,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,8/17/2024 3:06,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",200000,Krumroy-Cozad Construction Corp.,Revised Phase 1 interior alteration in an existing grocery store 
WNDW-24-68,Window Permit,Residential Window Permit,Replacement (Exact),8/19/2024 11:54,Residential,"605 DONNER AVE SW, NORTH CANTON, OH 44720",5000,,"Replace original windows with new, energy effecient vinyl windows"
WNDW-24-71,Window Permit,Commercial Window Permit,Repalcement with Alterations,8/19/2024 13:14,Commercial/Industrial,"119 7TH ST NW, NORTH CANTON, OH 44720",3000,,"4 UNIT MULTI-FAMILY RESIDENTIAL EXISTING BUILDING. REMOVAL OF 2 EXISTING BEDROOM WINDOWS/GLASS BLOCK FOR REPLACEMENT WITH 2 COMPLIANT EGRESS WINDOWS AND ASSOCIATED STRUCTURAL AND AREA WELL CONSTRUCTION FOR COMPLIANCE.LOCATION 1: REMOVAL OF EXISTING WINDOW AND LIMITED MASONRY DEMOLITION, DIGGING, DRAINAGE, AND PLACEMENT OF AREA WELL FOR UNIT #4, A BASEMENT APARTMENT, TO INSTALL COMPLIANT BEDROOM EGRESS WINDOW AND AREA WELL. LOCATION 2: REMOVAL OF GLASS BLOCK WINDOW AND BRICK MASONRY TO ACCOMMODATE INSTALLATION OF AN EGRESS WINDOW FROM A FIRST FLOOR BEDROOM AT THE REAR OF UNIT 3 ON THE NORTH SIDE OF THE STRUCTURE."
ROOF-24-125,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/19/2024 18:08,Residential,"955 EASTHILL ST SE, Unit 941, NORTH CANTON, OH 44720",8000,Choice One Restoration LLC,Re-roof & complete tear off of existing
PLMB-24-224,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/19/2024 18:17,Residential,"805 BACHTEL ST SE, NORTH CANTON, OH 44720",2155,Miracle Plumbing & Heating Co. Inc.,Replacement of water heater
ELCT-24-125,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",8/20/2024 11:52,Commercial/Industrial,"901 SCHNEIDER ST SE, NORTH CANTON, OH 44720",1875,"Gragg Electrical Services, LLC",Wire and install new receptacle in room #4 tied to existing power.  Wire and install new receptacle in room #5 tied to existing power.Change one receptacle in room #6 to quad. Change two receptacles in room #7 to quads. Change one receptacle in consult room to quad. Wire and install two receptacles in room #2 tied to existing power. 
HVAC-24-225,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/20/2024 13:02,Residential,"221 SUMMIT ST SE, NORTH CANTON, OH 44720",15844,SITTLER ENTERPRISES,REPLACING FURNACE & A/C
ROOF-24-130,Roof Permit,Residential Roof Permit,New/ Re-Roof,8/20/2024 15:22,Residential,"1551 LANCASTER GATE SE, NORTH CANTON, OH 44709",27000,"JAMES WHITE ENTERPRISE, LLC",Remove and replace asphalt shingles; Install new Ice Guard along all roof edges with approved underlayment; Remove and replace all ridge vents with new flashings and boots.
